"whether he/she donated blood in March 2007",Frequency (times),Monetary (c.c. blood),Time (months),Recency (months)
1,0.0816326530612,0.0816326530612,0.322916666667,0.142857142857
0,0.0612244897959,0.0612244897959,0.25,0.142857142857
0,0.0816326530612,0.0816326530612,0.333333333333,0.142857142857
1,0.142857142857,0.142857142857,0.458333333333,0.285714285714
0,0.0612244897959,0.0612244897959,0.25,0.142857142857
1,0.142857142857,0.142857142857,0.479166666667,0.285714285714
1,0.0204081632653,0.0204081632653,0.0833333333333,0.142857142857
0,0.0816326530612,0.0816326530612,0.270833333333,0.285714285714
0,0.224489795918,0.224489795918,0.96875,0.142857142857
0,0.0204081632653,0.0204081632653,0.0833333333333,0.142857142857
0,0.102040816327,0.102040816327,0.34375,0.285714285714
0,0.204081632653,0.204081632653,0.895833333333,0.142857142857
0,0.0408163265306,0.0408163265306,0.177083333333,0.142857142857
0,0.0816326530612,0.0816326530612,0.364583333333,0.142857142857
0,0.224489795918,0.224489795918,1.0,0.142857142857
0,0.0816326530612,0.0816326530612,0.177083333333,0.642857142857
0,0.0204081632653,0.0204081632653,0.09375,0.142857142857
0,0.163265306122,0.163265306122,0.75,0.142857142857
0,0.265306122449,0.265306122449,0.875,0.357142857143
0,0.0408163265306,0.0408163265306,0.145833333333,0.285714285714
0,0.0408163265306,0.0408163265306,0.145833333333,0.285714285714
1,0.0204081632653,0.0204081632653,0.0729166666667,0.285714285714
1,0.0408163265306,0.0408163265306,0.145833333333,0.285714285714
0,0.0408163265306,0.0408163265306,0.125,0.428571428571
0,0.0204081632653,0.0204081632653,0.09375,0.142857142857
1,0.0204081632653,0.0204081632653,0.09375,0.142857142857
0,0.0204081632653,0.0204081632653,0.09375,0.142857142857
1,0.122448979592,0.122448979592,0.583333333333,0.142857142857
0,0.102040816327,0.102040816327,0.385416666667,0.285714285714
0,0.204081632653,0.204081632653,0.791666666667,0.285714285714
1,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
1,0.0,0.0,0.0,0.142857142857
1,0.0,0.0,0.0,0.142857142857
1,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.0,0.0,0.0,0.142857142857
0,0.183673469388,0.183673469388,0.34375,0.785714285714
1,0.0612244897959,0.0612244897959,0.145833333333,0.785714285714
1,0.0816326530612,0.0816326530612,0.322916666667,0.285714285714
1,0.102040816327,0.102040816327,0.40625,0.285714285714
0,0.0408163265306,0.0408163265306,0.208333333333,0.142857142857
1,0.0612244897959,0.0612244897959,0.25,0.285714285714
0,0.0612244897959,0.0612244897959,0.145833333333,0.714285714286
0,0.0612244897959,0.0612244897959,0.34375,0.142857142857
0,0.224489795918,0.224489795918,0.895833333333,0.285714285714
0,0.142857142857,0.142857142857,0.25,0.928571428571
0,0.163265306122,0.163265306122,0.322916666667,0.785714285714
0,0.0816326530612,0.0816326530612,0.333333333333,0.285714285714
0,0.0612244897959,0.0612244897959,0.25,0.285714285714
0,0.285714285714,0.285714285714,0.78125,0.571428571429
1,0.0816326530612,0.0816326530612,0.34375,0.285714285714
0,0.122448979592,0.122448979592,0.520833333333,0.285714285714
0,0.122448979592,0.122448979592,0.520833333333,0.285714285714
0,0.0612244897959,0.0612244897959,0.34375,0.142857142857
0,0.204081632653,0.204081632653,0.416666666667,0.785714285714
0,0.0204081632653,0.0204081632653,0.125,0.142857142857
1,0.0816326530612,0.0816326530612,0.46875,0.142857142857
1,0.142857142857,0.142857142857,0.375,0.642857142857
0,0.102040816327,0.102040816327,0.46875,0.285714285714
0,0.122448979592,0.122448979592,0.28125,0.785714285714
0,0.163265306122,0.163265306122,0.447916666667,0.642857142857
0,0.102040816327,0.102040816327,0.520833333333,0.285714285714
0,0.122448979592,0.122448979592,0.583333333333,0.285714285714
1,0.0204081632653,0.0204081632653,0.09375,0.428571428571
0,0.122448979592,0.122448979592,0.583333333333,0.285714285714
0,0.163265306122,0.163265306122,0.375,0.785714285714
0,0.102040816327,0.102040816327,0.25,0.785714285714
0,0.0204081632653,0.0204081632653,0.145833333333,0.142857142857
0,0.122448979592,0.122448979592,0.770833333333,0.142857142857
0,0.102040816327,0.102040816327,0.260416666667,0.785714285714
0,0.0408163265306,0.0408163265306,0.125,0.785714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
1,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
1,0.0,0.0,0.0208333333333,0.285714285714
1,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
1,0.0,0.0,0.0208333333333,0.285714285714
1,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0408163265306,0.0408163265306,0.229166666667,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
1,0.0,0.0,0.0208333333333,0.285714285714
0,0.0,0.0,0.0208333333333,0.285714285714
0,0.142857142857,0.142857142857,0.385416666667,0.714285714286
0,0.122448979592,0.122448979592,0.25,1.0
0,0.183673469388,0.183673469388,0.635416666667,0.571428571429
0,0.0408163265306,0.0408163265306,0.135416666667,0.785714285714
0,0.0204081632653,0.0204081632653,0.125,0.285714285714
0,0.0612244897959,0.0612244897959,0.427083333333,0.142857142857
0,0.163265306122,0.163265306122,0.583333333333,0.571428571429
1,0.142857142857,0.142857142857,0.520833333333,0.571428571429
0,0.428571428571,0.428571428571,1.0,0.785714285714
1,0.0408163265306,0.0408163265306,0.239583333333,0.285714285714
1,0.326530612245,0.326530612245,0.802083333333,0.785714285714
0,0.0204081632653,0.0204081632653,0.09375,0.642857142857
0,0.0816326530612,0.0816326530612,0.458333333333,0.285714285714
0,0.224489795918,0.224489795918,0.583333333333,0.785714285714
0,0.224489795918,0.224489795918,0.875,0.5
